name,azizsupermrkt,chittagong,dhaka,sylhet,banglabazar,ecommerce,id,reference
মজায় মজায় লিখি ও পড়ি- ১,0,3,2,3,0,0,18482,1848200000005
Lion English Reader,0,0,0,0,0,0,18483,1848300000004
Lion English Reader Book Three,0,0,0,0,0,0,18484,1848400000003
Lion English Reader Book Four With Workbook,0,0,0,0,0,0,18486,1848600000001
English Readers Introductory,0,0,0,0,0,0,18511,1851100000006
সেরা বাঁটুল দি গ্রেট সমগ্র,0,8,0,0,0,0,18522,1852200000002
English Readers Book Iv,0,2,0,0,0,0,18549,1854900000009
ইনকা সভ্যতার সন্ধানে,0,3,0,0,0,0,18550,1855000000005
English Readers Book !!,0,0,0,0,0,0,18551,1855100000004
English Readers Book 3,0,0,1,0,0,0,18553,1855300000002
এবং মুশায়েরা গদ্যকার সংখ্যা ১৪২৬,0,0,0,0,0,0,1856,1856000000002
বাংলাদেশ সাংস্কৃতিক সমীক্ষামালা - ২ : স্থাপত্য,0,0,3,0,0,0,18571,1857100000008
কুরআন শারীফ (বঙ্গানুবাদ),0,2,0,0,0,0,18597,1859700000006
The sari,0,0,0,0,0,0,45122,1859737323
আদিবাসী জনগোষ্ঠী,1,0,0,0,0,0,18599,1859900000004
Grammar & Vocabulary 5,0,0,0,0,0,0,18605,1860500000004
সিয়ামে রাসূলুল্লাহ্ সা,0,0,0,0,0,0,18616,1861600000000
এবং মুশায়েরা নীৎশে সংখ্যা,0,0,3,0,0,0,1864,1864000000007
এবং মুশায়েরা চার্লস ডিকেন্স সংখ্যা,0,1,3,1,0,0,1865,1865000000004
Effective Environmental Management,0,0,0,1,0,0,38663,1865082376
মজায় মজায় আঁকি ও খেলি,0,7,4,1,0,0,18685,1868500000000
মজায় মজায় লিখি ও পড়ি,0,6,1,0,0,0,18691,1869100000001
আঁকি আমার সিসিমপুর,0,1,0,4,0,0,18707,1870700000001
রঙে রাঙাও,0,0,0,0,0,0,18708,1870800000000
সিসিমপুর কমিকস,0,1,0,0,0,0,18712,1871200000003
তুমিও পারবে,0,0,0,0,0,0,18717,1871700000008
ইচ্ছে মতন স্বপ্নপূরণ,0,3,0,0,0,0,18718,1871800000007
বিপরীত শব্দের চক্র - চার্ট,0,0,0,0,0,0,18738,1873800000001
আমাদের মুক্তিযোদ্ধা দাদাভাই,0,2,0,0,0,0,18748,1874800000008
বিজ্ঞানবাক্স ট্যানগ্রাম,0,1,0,0,0,0,71041,19011024
British Art: A Walk round the rusty pier,0,0,0,0,0,0,45117,1904915051
"মহাকাশ বার্তা (৫৮ সংখ্যা, অক্টোবর ২০২০)",0,0,0,0,0,0,19448,1944800000008
মহাবিশ্বে জীবনের সন্ধান,0,0,0,0,0,0,8090,201308000098
ফুল,0,0,0,0,0,0,47851,201309000008
চলচ্চিত্রলেখা ( চিত্রনাট্য ও গান),0,0,0,0,0,0,36987,201312000081
সম্মুখযুদ্ধ ১৯৭১,0,0,0,0,0,0,6683,201503000123
কাঠবিড়ালি,0,3,0,2,0,0,15407,201603000567
গোল্লাছুট সেরা গল্প,0,0,0,0,0,0,3783,201702000044
মুক্তিযুদ্ধের নায়কেরা,0,0,0,0,0,0,6853,201707000030
Lived Islam & Islamism In Bangladesh,0,0,0,0,0,0,9785,201710000051
থ্রি ব্লাইন্ড মাইস,0,3,1,0,0,0,12822,201711000097
ফ্রাঙ্কেনস্টাইন,0,1,5,0,0,0,54953,201905000044
অবাক দেশে এলিস,0,2,0,0,0,0,14720,201908000143
নক্ষত্র,0,0,0,0,0,0,15406,201912000151
Kids Magic Practice Book,0,0,0,0,0,0,63658,202110002
Kids Magic Practice Book Age 3 Pulse,0,0,0,0,0,0,63659,202110002x
ইতিহাসের খসড়া (জুন -জুলাই ২০২২ সংখ্যা),0,0,0,0,0,0,70178,202111
Spelling Game,0,0,0,0,0,0,63660,20220303
Math Genius,0,0,1,0,0,0,63661,20220304
The Choice Islam and Christianity Volume One & Two,0,0,0,0,0,0,20986,2098600000009
ক্যাপ্টেন কিউরিয়াস,0,0,1,0,0,0,48345,21002270
ইন্দ্রজালাদি সংগ্রহ,0,0,1,0,0,0,77005,2101000021
চিত্রকর ফ্রিদা কাহলো এক অনন্য নারী,0,0,6,1,0,0,21042,2104200000001
চলচ্চিত্রাকাক্ষর,0,0,0,0,0,0,21044,2104400000009
বাংলাদেশ সাংস্কৃতিক সমীক্ষামালা - ৪: সাংস্কৃতিক ইতিহাস,0,0,0,0,0,0,21065,2106500000002
বাংলাদেশ সাংস্কৃতিক সমীক্ষামালা - ৩: রাষ্ট্র ও সংস্কৃতি,0,0,3,0,0,0,21066,2106600000001
বাংলাদেশ সাংস্কৃতিক সমীক্ষামালা - ১: প্রত্নতাত্ত্বিক ঐতিহ্য,0,0,0,0,0,0,21067,2106700000000
বাংলাদেশ সাংস্কৃতিক সমীক্ষামালা - ৬: ভাষা ও সাহিত্য,0,1,0,0,0,0,21068,2106800000009
বাংলাদেশ সাংস্কৃতিক সমীক্ষামালা - ৫: আদিবাসী জনগোষ্ঠী,0,0,0,0,0,0,21069,2106900000008
নন্টে ফন্টে সিরিজ (৫),0,7,2,0,0,0,21078,2107800000006
নন্টে ফন্টে সিরিজ (৪),0,9,1,0,0,0,21079,2107900000005
নন্টে ফন্টে সিরিজ (২),0,3,2,0,0,0,21080,2108000000001
হাঁদা ভোঁদা সিরিজ (৩),0,20,9,0,0,0,21081,2108100000000
হাঁদা ভোঁদা সিরিজ,0,18,9,0,0,0,21082,2108200000009
নন্টে ফন্টে: ঝাক্কাস ১৪,0,0,0,0,0,0,21253,2125300000005
নন্টে ফন্টে: দ্য গ্রেট ৫,0,2,0,0,0,0,21254,2125400000004
নন্টে ফন্টে: কী আনন্দ ৭,0,0,0,0,0,0,21255,2125500000003
নন্টে ফন্টে: হইচই ১০,0,0,1,0,0,0,21256,2125600000002
নন্টে ফন্টে: ধামাকা ১১,0,6,0,0,0,0,21257,2125700000001
নন্টে ফন্টে: বিন্দাস ১২,0,0,0,0,0,0,21259,2125900000009
নন্টে ফন্টে: চমৎকার-১৩,0,0,0,0,0,0,21261,2126100000004
"জীবনানন্দ - চর্চার পত্রিকা: জীবনানন্দ (চতুর্থ সংখ্যা, মার্চ ২০২১)",0,0,1,0,0,0,21280,2128000000009
The Pancatantra : The Book of India's Folk Wisdom,0,0,0,0,0,0,67566,2130192839886
দেখি বিস্ময়ে,0,1,0,2,0,0,21365,2136500000009
চিঠিপত্র : ৮,0,1,1,0,0,0,21376,2137600000005
চিঠিপত্র : ১৩,0,0,0,0,0,0,21394,2139400000001
The Major Works,0,0,0,0,0,0,67704,2140192842830
আলোচনা চক্র,0,0,0,0,0,0,21405,2140500000006
Rilke's Book of Hours,0,0,0,0,0,0,67723,2141573225853
মানিকের কথা,0,0,0,0,0,0,21420,2142000000005
আত্মার পরিচর্যা,0,5,0,0,0,0,21429,2142900000006
জঙ্গম,0,0,0,0,0,0,21464,2146400000009
চণ্ডীদাস ও শ্রীকৃষ্ণকীর্তন,0,2,1,1,0,0,21483,2148300000004
একদা এক পানশালাতে,0,0,0,0,0,0,21627,2162700000006
ঠগীকাহিনী: ঠগী আমির আলির আত্মকথা,0,2,0,0,0,0,21787,2178700000007
To the Lighthouse,0,0,0,0,0,0,21925,2192500000005
Samsad Story Book - 2,0,0,1,0,0,0,21959,2195900000002
আলোর ফেরিওয়ালা,0,1,0,0,0,0,21979,2197900000006
বায়ু পুরাণ,0,0,1,2,0,0,5063,220000000000011
জেন গল্প জেন কবিতা,1,0,0,4,0,0,5788,22000000000003
ছবিতে পৃথিবী প্রস্তর যুগ ২,0,0,1,1,0,0,4146,2200000000001
বুদ্ধির পরীক্ষা ১,0,1,0,2,0,0,4141,22000000000320
অন্নদাশঙ্কর রায়ের রচনাবলী (১৩ খণ্ডে সেট),0,0,2,0,0,0,5187,220000000064
সাম্যবাদীর আদর্শ,0,3,0,17,0,0,14408,220000011445
উত্তরতিরিশ,1,2,0,5,0,0,7662,220000658545
ধর্মান্ধতার বিস্তার ও বিপদ,0,0,2,1,0,0,8032,220000845450031
ন্যারেটিভ ফিল্ম নির্মাণ,0,0,0,1,0,0,15083,22000564544
রবীন্দ্র রচনাবলী ( ১-১২ খণ্ড),0,0,0,1,0,0,5122,22000654545657
ঠানদিদির থলে,0,0,0,0,0,0,22001,2200100000001
দাদুমণির ঝুলি,0,0,1,0,0,0,22003,2200300000009
"মেরিলিন মনরোঃ কাহিনি নয়, জীবন",1,6,1,1,0,0,9926,220057500829
জানা অজানা নেতাজী সুভাষচন্দ্র,0,0,0,0,0,0,22006,2200600000006
মিশরযাত্রী বাঙ্গালী,0,2,0,2,0,0,22017,2201700000002
দাদামশায়ের থলে,0,4,3,0,0,0,22019,2201900000000
লে মিজারেবল,2,0,0,1,0,0,22020,2202000000006
বিবেকানন্দ রচনা সমগ্র (দুই খণ্ডের সেট),0,7,0,0,0,0,50861,220270000000
শিব্রাম অমনিবাস (৪),0,1,1,0,0,0,51813,2202700000008
বাল্মীকি রামায়ণ,1,4,2,0,0,0,22027,2202700000009
অঘোরী মা ষোড়শী নাথ,0,0,0,0,0,0,22032,2203200000001
গীতা: এক আশ্চর্য আয়ুধ ও বর্ম,0,0,0,0,0,0,22145,2214500000004
"Ghalib: The Man, the Times",0,0,0,0,0,0,22232,2223200000009
বাংলা একাডেমি পত্রিকা আক্টোবর-ডিসেম্বর ২০২১,0,0,1,0,0,0,65312,22274847
রমাদান আত্মশুদ্বির বিপ্লব,0,1,0,0,0,0,22286,2228600000000
দিবা রাত্রির কাব্য : সাহিত্য সংখ্যা ১৪২৮,0,1,0,0,0,0,51991,22295763
পথের পাঁচালী কে বিভূতিবাবু,0,0,0,0,0,0,22300,2230000000009
নতুন শতক পত্রিকা-২০১৩,0,0,0,0,0,0,52049,22494693
Oathbringer Part Two: The Stormlight Archive Book Three,0,0,0,0,0,0,22519,2251900000005
For Whom The Bell Tolls,0,0,0,0,0,0,22527,2252700000004
আঁকাআঁকি ও অন্যান্য,0,1,1,0,0,0,22546,2254600000009
সাম্প্রতিক দেশকাল (আল রিহলা),0,0,1,0,0,0,74093,22559565
T.S. Grewal's Analysis of Financial Statements,0,0,0,0,0,0,22614,2261400000009
Kensuke's Kingdom,0,0,0,0,0,0,22621,2262100000009
চতুষ্কোন,0,5,0,0,0,0,22782,2278200000009
আত্মবিশ্বাস (সাহিত্য পত্রিকা) অক্টোবর ২১ - মার্চ ২০২২,0,0,0,0,0,0,74610,22786171
নিরন্তর সাহিত্য সমাজ সংস্কৃতি বিষয়ক চতুর্মাসিক মে ২০২২,0,0,0,0,0,0,70693,22787445
অলৌকিক সমগ্র,0,0,0,0,0,0,22810,2281000000001
রহস্য সন্ধানী দময়ন্তী সমগ্র ২,0,0,0,1,0,0,12416,228180000000
বাঙালির দুষ্প্রাপ্য শিকার অভিযান,0,0,0,0,0,0,13036,2281800000001
নিবাচিত প্রবন্ধ,0,0,0,0,0,0,22822,2282200000006
বৈদিক সাহিত্য,0,7,0,0,0,0,22823,2282300000005
দশটি কিরীটী উপন্যাস,0,7,0,0,0,0,22841,2284100000001
রাষ্ট্রশিক্ষক,0,0,0,0,0,0,22845,2284500000007
দেবতা কি গ্রহান্তরের মানুষ ?,0,0,0,0,0,0,22851,2285100000008
My Life,0,0,3,0,0,0,22887,2288700000003
Poetics,0,0,0,0,0,0,22919,2291900000001
সৃষ্টিতত্ত্ব ও পঞ্চতত্ত্ব,0,0,0,0,0,0,22942,2294200000009
প্রাচ্য ও পাশ্চাত্য দর্শনের ইতিহাস : দ্বিতীয় খন্ড,0,0,0,1,0,0,22983,2298300000006
ন্যায়দর্শনম্,0,0,0,0,0,0,23010,2301000000006
অরিয়েন্টালিজম,0,0,0,1,0,0,23021,2302100000002
প্লেটোর পত্রাবলি,0,0,0,0,0,0,23036,2303600000004
বাঙালির বিত্তসাধনা: সাহারার ইাতকথা,0,0,1,0,0,0,23072,2307200000006
দেশপ্রসঙ্গ এপ্রিল ২০২১,0,0,0,0,0,0,70025,23095245
প্লেটো কারমিদিজ,0,0,1,0,0,0,23104,2310400000004
এবং কালরাত্রি,0,2,0,0,0,0,23119,2311900000006
দুর্ধর্ষ কমিক্স,0,0,1,0,0,0,23121,2312100000001
নির্বাচিত বিষয় কার্টুন,0,0,0,0,0,0,23122,2312200000000
কমিক্স ও গ্রাফিক্স (৪র্থ সংখ্যা),0,0,0,1,0,0,23123,2312300000009
"কমিক্স ও গ্রাফিক্স (১ম বর্ষ - ১ম সংখ্যা): ছবিতে গল্প, গল্পের ছবি",0,1,0,0,0,0,23124,2312400000008
"কমিক্স ও গ্রাফিক্স (৩য় সংখ্যা): ছবিতে গল্প, গল্পের ছবি",0,0,0,0,0,0,23125,2312500000007
নারীওপ্রগতি (জানুয়ারি-ডিসেম্বর ২০২০),0,0,5,0,0,0,62462,23130040
দূরের সাইকেল জুলাই ২০২২,0,0,6,0,0,0,70520,231300401212
নারী ও প্রগতি জানুয়ারি-জুন ২০২২,0,0,3,0,0,0,70518,23130040x
Geronimo Stilton Spacemice : 5,0,0,0,0,0,0,23179,2317900000008
মনকলম পত্রিকা,0,1,4,1,0,0,62845,23193131
"ঐহিক (বইমেলা, ২০২২)",0,1,4,1,0,0,62787,23195460x
দশদিশি : আকর গ্রন্থাদি এবং বাংলা ভাষায় চর্চা (প্রথম খন্ড),0,0,0,0,0,0,62847,23203153
দশদিশি : আকর গ্রন্থাদি এবং বাংলা ভাষায় চর্চা (দ্বিতীয় খন্ড),0,0,0,0,0,0,62848,23203153x
শুভশ্রী,0,0,1,0,0,0,62782,23204141
পরম্পরা (এপ্রিল-জুন ২০২১),1,0,3,0,0,0,41831,23206497
Mice Take the Stage : 7,0,0,0,0,0,0,23256,2325600000006
Raavanputr Meghnad,0,0,4,0,0,0,23363,2336300000005
The Room On The Roof,0,0,0,0,0,0,23414,2341400000008
Ladybird Classics: Oliver Twist,0,0,0,0,0,0,23421,2342100000008
ছাপাখানার গলি,0,0,0,0,0,0,15982,23471808
মল্লার ক্রোড়পত্র শতবর্ষে সত্যজিৎ,0,1,4,0,0,0,69147,23475811
আদম ( ডিসেম্বর ২০২১),0,0,0,0,0,0,58928,23489693
স্বরান্তর : জানুয়ারি-ডিসেম্বর ২০২১),0,0,1,0,0,0,63928,23498323
বাহা শান্তিনিকেতন কলাভবন (আদি পর্ব),0,0,1,0,0,0,75561,235008352
শার্লক হোমস অমনিবাস (চার খণ্ডের সেট),0,0,0,0,0,0,23541,2354100000001
ঈমানের দুর্বলতা,0,0,0,0,0,0,23545,2354500000007
দেহবন্টনবিষয়ক দ্বিপক্ষীয় চুক্তি স্বাক্ষর,0,0,0,0,0,0,23664,2366400000001
ও’হেনরী রচনা সমগ্র,0,3,3,0,0,0,23665,2366500000000
Escape from Horror House (Give Yourself Goosebumps),0,0,0,0,0,0,23775,2377500000006
এবং আমরা পুরাণ সংখ্যা,0,0,0,0,0,0,62851,23944927
লালপরি নীলিপরি : বাংলা শিশুসাহিত্য সংখ্যা-১৪২৩,0,0,0,0,0,0,64153,23945656
সাহিত্য-পরিষৎ-পত্রিকা (১২৬ বর্ষ ৪র্থ সংখ্যা-১৪২৬),0,3,1,0,0,0,18125,23951532
