name,azizsupermrkt,chittagong,dhaka,sylhet,banglabazar,ecommerce,id,reference,Price
করোনাকালের কথা,0,0,0,5,0,0,71690,7.169E+12,200
মুক্তিযুদ্ধে সিএসপি ও ইপিসিএস অফিসারদের ভূমিকা,0,1,0,0,0,0,71697,7.1697E+12,450
"Economic & Political Weekly August 27, 2022",0,2,0,0,0,0,71699,7.1699E+12,260
"Economic & Political Weekly September 3, 2022",0,1,1,0,0,0,71700,7.17E+12,260
The Economist September 17TH-23RD 2022,0,2,0,0,0,0,71701,7.1701E+12,600
শুকতারা শারদীয়া ১৪২৯,1,1,1,1,0,0,71705,7.1705E+12,280
"India Today  September 19, 2022",0,0,0,0,0,0,71710,7.171E+12,220
"Frontline (September 23, 2022)",0,0,1,0,0,0,71711,7.1711E+12,250
"India Today  September 12, 2022",0,0,0,0,0,0,71712,7.1712E+12,220
"Time (Sept 26/Oct 3,2022)",0,2,0,0,0,0,71713,7.1713E+12,580
"থিয়েটারওয়ালা : বর্ষ  ২৪, সংখ্যা ৩৪, জুন ২০২২",0,0,4,0,0,0,71720,7.172E+12,200
কৃত্তিবাস ১ সেপ্টেম্বর ২০২২,0,0,0,0,0,0,71724,7.1724E+12,100
দেশ ১৭ সেপ্টেম্বর ২০২২,1,0,1,0,0,0,71740,7.174E+12,65
আনন্দমেলা ৫ সেপ্টেম্বর ২০২২,0,0,2,0,0,0,71741,7.1741E+12,40
আনন্দলোক ১২ সেপ্টেম্বর ২০২২,0,0,0,0,0,0,71742,7.1742E+12,65
সানন্দা বোধন ১৫ সেপ্টেম্বর ২০২২,0,1,1,0,0,0,71743,7.1743E+12,160
আনন্দবাজার পত্রিকা প্রবন্ধ ও কবিতা শতবর্ষ সংকলন ২০২২,0,16,5,5,0,0,71745,7.1745E+12,900
বর্ণিল বসত সেপ্টেম্বর ২০২২,0,0,0,0,0,0,71779,7.1779E+12,100
চন্দ্রপ্রতাপগড়ের আতঙ্ক,0,1,0,0,0,0,71781,7.1781E+12,750
ডাহুক ঢাকা বিশ্ববিদ্যালয় সাহিত্য সংসদের ত্রৈমাসিক সাহিত্য পত্রিকা ৫ম সংখ্যা আগস্ট ২০২২,0,0,3,0,0,0,71783,7.1783E+12,50
শব্দঘর অক্টোবর ২০২২,0,4,7,0,0,0,71789,7.1789E+12,50
গরুড় পুরাণম্,0,0,0,0,0,0,71806,7.1806E+12,1200
হ য ব র ল,0,0,0,5,0,0,71807,7.1807E+12,100
বাক্‌ধর্মী লোকসংস্কৃতি চর্চার ইতিহাস,0,0,0,1,0,0,71809,7.1809E+12,1190
বাংলা খেয়াল - বাঙালির সংগীত চিন্তা,0,1,0,0,0,0,71812,7.1812E+12,1000
Wall Has Two Sides,0,0,0,0,0,0,71816,7.1816E+12,2000
গণহত্যা ও মুক্তিযুদ্ধ ৫,0,0,14,0,0,0,71818,7.1818E+12,300
কিয়ের্কেগার্দ,0,2,0,0,0,0,71819,7.1819E+12,800
দি স্টোরি অফ ফিলোজফি (১ম খণ্ড),0,5,0,0,0,0,71824,7.1824E+12,500
শ্রীমদ্ভগবদগীতা,0,3,0,5,0,0,71825,7.1825E+12,1700
কালি ও কলম আশ্বিন ১৪২৯ সেপ্টেম্বর ২০২২,3,5,0,0,0,0,71833,7.1833E+12,50
আই শ্যাল নট হিয়ার দ্য নাইটেঙ্গল,0,2,0,0,0,0,71850,7.185E+12,400
রহস্য পত্রিকা অক্টোবর ২০২২,0,0,1,0,0,0,71860,7.186E+12,45
The Economist September 24TH-30TH 2022,0,2,0,0,0,0,71861,7.1861E+12,600
ইতিহাসের খসড়া (আগস্ট-সেপ্টেম্বর ২০২২),0,0,0,0,0,0,71862,7.1862E+12,60
নতুনদিগন্ত অক্টোবর-ডিসেম্বর ২০২২,0,7,3,0,0,0,71863,7.1863E+12,60
মাসিক চলতি ঘটনা অক্টোবর ২০২২,0,0,0,0,0,0,71867,7.1867E+12,20
গল্পকার অক্টোবর ২০২২,0,0,5,0,0,0,71881,7.1881E+12,50
The Economist (October 1st-7ht 2022),0,2,0,0,0,0,71908,7.1908E+12,600
রহস্য পত্রিকা (অক্টোবর ২০২২),0,0,0,0,0,0,71909,7.1909E+12,45
Reader's Digest (October 2022),0,0,0,0,0,0,71910,7.191E+12,190
এই সময় (শারদীয়া ১৪২৯),0,10,0,0,0,0,71911,7.1911E+12,100
বিবিধ (অক্টোবর ২০২২),0,0,5,0,0,0,71940,7.194E+12,50
সবার জন্যে বাইবেল,0,0,2,0,0,0,71944,7.1944E+12,300
কথাসাহিত্যে সমরেশ বসু : সামগ্রিক মূল্যায়ন (দুই খণ্ডের সেট),0,0,0,0,0,0,71950,7.195E+12,1100
দেশভাগের কবিতা,0,0,0,0,0,0,71953,7.1953E+12,300
সেবক রামচন্দ্র প্রণীত শ্রীশ্রী রামকৃষ্ণ পরমহংসদেবের জীবনবৃত্তান্ত,0,0,2,0,0,0,71955,7.1955E+12,600
বিভা ভূত ভুতুম ১৪২৯,0,1,0,0,0,0,71960,7.196E+12,564
শারদীয়া অনুবাদ পত্রিকা ১৪২৯,1,3,0,0,0,0,71963,7.1963E+12,300
শারদীয় নভোরজ ১৪২৯,0,0,0,0,0,0,71966,7.1966E+12,540
কবিতা চট্টগ্রাম,0,9,0,0,0,0,71984,7.1984E+12,150
সাহিত্য গবেষণা : পদ্ধতি ও প্রয়োগ,0,0,1,0,0,0,71985,7.1985E+12,260
ঈশ্বরের বাগান,0,0,1,0,0,0,71987,7.1987E+12,400
মার্কেজের সিনেমা ভূবন,0,0,1,0,0,0,71988,7.1988E+12,500
রাঢ়কথা (পট সংখ্যা ১৪২৯)৪,0,0,0,0,0,0,71995,7.1995E+12,1300
মাদার টেরেসা : মুখোশের আড়ালে,0,1,0,0,0,0,72008,7.2008E+12,600
মনোজ - চতুর্থ সংখ্যা,0,0,0,3,0,0,72009,7.2009E+12,150
সাদা আমি কালো আমি (তৃতীয় খণ্ড),0,0,0,0,0,0,72050,7.205E+12,400
শুধু সুন্দরবন চর্চা (এপ্রিল-জুলাই ২০২২),0,1,0,0,0,0,72052,7.2052E+12,300
হ্যালো টেস্টিং বাংলা কবিতা (শারদ অর্ঘ্য ১৪২৯),0,0,0,0,0,0,72054,7.2054E+12,200
সৃষ্টির একুশশতক (উৎসব সংখ্যা ১৪২৯),0,0,0,0,0,0,72055,7.2055E+12,400
তবুএকলাব্য ৪৮ (বিশেষ সংখ্যা : কাজী নজরুল ইসলাম),0,0,0,0,0,0,72056,7.2056E+12,1000
কবিতীর্থ :  ফিওদর দস্তয়েভস্কি (আম্বিন ১৪২৯),0,0,0,0,0,0,72057,7.2057E+12,1100
সাম্পান ভ্রমণসাহিত্য সংখ্যা জানুয়ারি ২০২২ দ্বিতীয় খণ্ড,0,0,1,0,0,0,72058,7.2058E+12,198
গুয়ান্তানামো,0,0,1,0,0,0,72069,7.2069E+12,400
রক্তকল্যাণ,0,0,1,0,0,0,72072,7.2072E+12,280
পাতাদের সংসার (সেপ্টেম্বর ২০২২),0,3,0,0,0,0,72074,7.2074E+12,300
সুধাময়ীর সবুজ তোরঙ্গ,0,1,0,0,0,0,72094,7.2094E+12,360
টেরাকোটা - শারদীয় ২০১১ (বাংলার ব্যতিক্রমী দুর্গাপুজো),0,0,0,0,0,0,72107,7.2107E+12,500
কথায় কথায়,0,0,0,0,0,0,72110,7.211E+12,600
কিশোর আলো অক্টোবর ২০২২,0,10,0,1,0,0,72114,7.2114E+12,50
"Kinetic Cricket (October , 2022)",0,0,0,0,0,0,72146,7.2146E+12,50
আন্দরকিল্লা অক্টোবর সংখ্যা ২০২২,0,3,0,0,0,0,72155,7.2155E+12,60
সাহিত্যের ছোটকাগজ ঝিনুক (আগষ্ট-সেপ্টেম্বর ২০২২),0,4,0,0,0,0,72156,7.2156E+12,100
ইঁদুর ও বিড়াল,0,3,0,0,0,0,72159,7.2159E+12,110
সৈনিক ও ঘোড়া,0,1,0,0,0,0,72160,7.216E+12,110
তৃতীয় চোখ : সমকালীন ছোটকাগজ,0,1,0,0,0,0,72161,7.2161E+12,250
সিংহ ও নেকড়ে,0,1,0,0,0,0,72162,7.2162E+12,110
গাধা ও ঘোড়া,0,1,0,0,0,0,72163,7.2163E+12,110
লোভী সিংহ,0,2,0,0,0,0,72165,7.2165E+12,110
কৃষক ও গাছ,0,0,0,0,0,0,72166,7.2166E+12,110
মোরগ ও হীরা,0,1,0,0,0,0,72167,7.2167E+12,110
বোকা নেকড়ে,0,1,0,0,0,0,72168,7.2168E+12,110
জেলে ও মাছ,0,2,0,0,0,0,72169,7.2169E+12,110
মেষপালক ও পোষা কুকুর,0,1,0,0,0,0,72170,7.217E+12,110
উপদেশমূলক সহজপাঠ - সিংহ ও ঘোড়া,0,1,0,0,0,0,72171,7.2171E+12,95
উপদেশমূলক সহজপাঠ - শেয়াল ও কাক,0,0,0,0,0,0,72172,7.2172E+12,95
উপদেশমূলক সহজপাঠ - সোনালি মাছ,0,0,0,0,0,0,72173,7.2173E+12,95
উপদেশমূলক সহজপাঠ - বানর ও পাখি,0,0,0,0,0,0,72174,7.2174E+12,95
উপদেশমূলক সহজপাঠ - পিঁপড়ে ও ঘাসফড়িং,0,0,0,0,0,0,72175,7.2175E+12,95
নীতিকথার সহজপাঠ -  পিঁপড়া ও প্রজাপতি,0,1,0,0,0,0,72176,7.2176E+12,95
উপদেশমূলক সহজপাঠ -  দাঁড়কাক ও দোয়েল,0,0,0,0,0,0,72177,7.2177E+12,95
উপদেশমূলক সহজপাঠ -  শেয়াল ও বক,0,0,0,0,0,0,72178,7.2178E+12,95
নীতিকথার সহজপাঠ -  শিয়াল ও নেকড়ে,0,1,0,0,0,0,72179,7.2179E+12,95
নীতিকথার সহজপাঠ -  শজারু ও তার টাকা,0,2,0,0,0,0,72180,7.218E+12,95
উপদেশমূলক সহজপাঠ - সিংহ ও শেয়াল,0,0,0,0,0,0,72181,7.2181E+12,95
উপদেশমূলক সহজপাঠ - কুমির ও কুকুর,0,0,0,0,0,0,72182,7.2182E+12,95
উপদেশমূলক সহজপাঠ - নেকড়ে ও ভেড়া,0,0,0,0,0,0,72183,7.2183E+12,95
উপদেশমূলক সহজপাঠ - কাক ও ভেড়া,0,0,0,0,0,0,72191,7.2191E+12,95
এসো আল কুরআনের গল্প পড়ি - রাণী ও তার সিংহাসন,0,2,0,0,0,0,72193,7.2193E+12,95
এসো আল কুরআনের গল্প পড়ি - বিশাল নৌকা,0,2,0,0,0,0,72194,7.2194E+12,95
এসো আল কুরআনের গল্প পড়ি - চিন্তাশীল যুবক,0,0,0,0,0,0,72195,7.2195E+12,95
এসো আল কুরআনের গল্প পড়ি - অহংকারীর কঠিন শাস্তি,0,1,0,0,0,0,72196,7.2196E+12,95
এসো আল কুরআনের গল্প পড়ি - ধৈর্যশীল নবী,0,0,0,0,0,0,72197,7.2197E+12,95
এসো আল কুরআনের গল্প পড়ি - এক বিস্ময়কর স্বপ্ন,0,0,0,0,0,0,72198,7.2198E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত আলি (রাদিআল্লাহু তা’আলা আনহু) - ২,0,2,0,0,0,0,72199,7.2199E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত আবু বকর (রাদিআল্লাহু তা’আলা আনহু) - ১,0,0,0,0,0,0,72201,7.2201E+12,95
এসো আল কুরআনের গল্প পড়ি - নবীর জ্ঞান অর্জন,0,0,0,0,0,0,72202,7.2202E+12,95
এসো আল কুরআনের গল্প পড়ি - কাবা নির্মাণ,0,2,0,0,0,0,72203,7.2203E+12,95
এসো আল কুরআনের গল্প পড়ি : পিতা-পুত্রের কুরবানী,0,2,0,0,0,0,72204,7.2204E+12,95
এসো আল কুরআনের গল্প পড়ি : নির্বাসিত জীবন,0,0,0,0,0,0,72205,7.2205E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত উসমান -২,0,3,0,0,0,0,72206,7.2206E+12,95
এসো আল কুরআনের গল্প পড়ি - ছিন্ন-ভিন্ন পাহাড়,0,1,0,0,0,0,72207,7.2207E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত আবু বকর - ২,0,1,0,0,0,0,72208,7.2208E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত আলী - ১,0,3,0,0,0,0,72209,7.2209E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত উসমান - ১,0,0,0,0,0,0,72210,7.221E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত উমর - ২,0,1,0,0,0,0,72211,7.2211E+12,95
এসো আল ‍কুরআনের গল্প পড়ি - আসমানী খাবার,0,1,0,0,0,0,72212,7.2212E+12,95
এসো আল ‍কুরআনের গল্প পড়ি - অগ্নিকুণ্ডে জীবন্ত মানুষ,0,1,0,0,0,0,72213,7.2213E+12,95
এসো খলিফাদের গল্প পড়ি : হযরত আলি - ১,0,1,0,0,0,0,72214,7.2214E+12,95
এসো নবিদের গল্প পড়ি - হযরত আদম (আলাইহিস সালাম),0,0,0,0,0,0,72215,7.2215E+12,95
এসো নবিদের গল্প পড়ি - হযরত ইসহাক,0,2,0,0,0,0,72218,7.2218E+12,95
এসো নবিদের গল্প পড়ি - হযরত ইউনুস,0,0,0,0,0,0,72219,7.2219E+12,95
এসো নবিদের গল্প পড়ি - হযরত হুদ,0,1,0,0,0,0,72221,7.2221E+12,95
এসো নবিদের গল্প পড়ি - হযরত ইসমাঈল,0,0,0,0,0,0,72222,7.2222E+12,95
এসো নবিদের গল্প পড়ি - হযরত সুলায়মান,0,0,0,0,0,0,72223,7.2223E+12,95
এসো নবিদের গল্প পড়ি - হযরত আইয়ব,0,1,0,0,0,0,72224,7.2224E+12,95
এসো নবিদের গল্প পড়ি - হযরত দাউদ,0,1,0,0,0,0,72225,7.2225E+12,95
এসো নবিদের গল্প পড়ি - হযরত ইয়াকুব,0,2,0,0,0,0,72226,7.2226E+12,95
Gazi Magic লেখা শেখার বই (তিনটি বই একসাথে),0,4,0,0,0,0,72227,7.2227E+12,660
Gazi Magic Handwriting Practice Book - একের ভিতর সব,0,0,0,0,0,0,72228,7.2228E+12,650
Gazi Magic : লেখা শেখার বই  - একের ভিতর সব,0,0,0,0,0,0,72229,7.2229E+12,720
আমার প্রথম বর্ণমালা,0,1,0,0,0,0,72231,7.2231E+12,275
খুুদে পন্ডিতের পাঠশালা,0,2,0,0,0,0,72232,7.2232E+12,285
Kids Aesop's Fables,0,5,0,0,0,0,72236,7.2236E+12,260
Kids Moral Stories,0,1,0,0,0,0,72237,7.2237E+12,260
Aladdin And The Magic Lamp,0,3,0,0,0,0,72239,7.2239E+12,260
My Favourite Book Of বর্ণমালা,0,1,0,0,0,0,72245,7.2245E+12,110
My Favourite Book Of আরবি শেখা,0,1,0,0,0,0,72247,7.2247E+12,110
My Favourite Book Of ছড়ার মেলা,0,0,0,0,0,0,72248,7.2248E+12,110
My Favourite Book Of সংখ্যা শেখা,0,0,0,0,0,0,72249,7.2249E+12,110
My Favourite Book Of Alphabet,0,2,0,0,0,0,72250,7.225E+12,110
My Favourite Book Of Fruits,0,1,0,0,0,0,72251,7.2251E+12,110
My Favourite Book Of Flowers,0,1,0,0,0,0,72252,7.2252E+12,110
My Favourite Book Of Vehicles,0,1,0,0,0,0,72253,7.2253E+12,110
My Favourite Book Of Birds,0,3,0,0,0,0,72254,7.2254E+12,110
My Favourite Book Of Food & Drinks,0,2,0,0,0,0,72255,7.2255E+12,110
My Favourite Book Of Rhymes,0,0,0,0,0,0,72256,7.2256E+12,110
My Favourite Book Of Insects & Reptiles,0,1,0,0,0,0,72257,7.2257E+12,110
Carry Me Toy Colouring Book CM-03,0,4,0,0,0,0,72258,7.2258E+12,140
সরগম অক্টোবর 2022,0,2,0,0,0,0,72259,7.2259E+12,60
Carry Me Animals & Fishes Colouring Book CM-06,0,4,0,0,0,0,72260,7.226E+12,140
Carry Me Fruits & Vegetables Colouring Book CM-07,0,2,0,0,0,0,72261,7.2261E+12,140
Carry Me Flowers & Birds Colouring Book CM-09,0,2,0,0,0,0,72262,7.2262E+12,140
Carry Me Toys & Transport Colouring Book CM-08,0,2,0,0,0,0,72263,7.2263E+12,140
Carry Me Shapes & Colours Colouring Book CM-01,0,1,0,0,0,0,72264,7.2264E+12,140
Doraemon Colouring Book,0,2,0,0,0,0,72265,7.2265E+12,130
Dinosaurs Colouring Book - 2,0,2,0,0,0,0,72266,7.2266E+12,130
কারেন্ট অ্যাফেয়ার্স অক্টোবর ২০২২,0,12,0,2,0,0,72267,7.2267E+12,20
Spiderman Colouring Book,0,5,0,0,0,0,72269,7.2269E+12,130
Barbie Colouring Book,0,5,0,0,0,0,72270,7.227E+12,130
princess colouring book,0,1,0,0,0,0,72271,7.2271E+12,130
Colouring Book  Ben 10,0,5,0,0,0,0,72272,7.2272E+12,130
Scenery Colouring Book - 1,0,5,0,0,0,0,72273,7.2273E+12,130
Animals Coloring  Book,0,0,0,0,0,0,72274,7.2274E+12,130
Alphabet & Number Colouring Book,0,0,0,0,0,0,72275,7.2275E+12,130
Fish Colouring book,0,1,0,0,0,0,72277,7.2277E+12,130
বর্ণমালা Colouring Book,0,0,0,0,0,0,72278,7.2278E+12,130
Vehicle Colouring Book,0,4,0,0,0,0,72279,7.2279E+12,130
Superman Colouring Book,0,2,0,0,0,0,72280,7.228E+12,130
Fruits Colouring book,0,2,0,0,0,0,72281,7.2281E+12,130
Dinosaurs Colouring Book - 1,0,1,0,0,0,0,72282,7.2282E+12,130
Fairy Colouring Book,0,3,0,0,0,0,72284,7.2284E+12,130
Scenery Colouring Book - 3,0,0,0,0,0,0,72285,7.2285E+12,130
Birds Colouring book,0,1,0,0,0,0,72286,7.2286E+12,130
Frozne Colouring Book,0,0,0,0,0,0,72287,7.2287E+12,130
Cinderela Colouring Book,0,3,0,0,0,0,72288,7.2288E+12,130
Flowers Colouring Book,0,0,0,0,0,0,72291,7.2291E+12,130
Vegtables Colouring book,0,1,0,0,0,0,72292,7.2292E+12,130
Kids Colouring Book - 2,0,3,0,0,0,0,72293,7.2293E+12,130
Kids Colouring Book - 1,0,3,0,0,0,0,72294,7.2294E+12,130
তুমি রবে নীরবে,0,1,0,0,0,0,72312,7.2312E+12,220
baby's Form book of Fruits,0,2,1,0,0,0,72318,7.2318E+12,220
baby's Form book of Opposites,0,3,0,0,0,0,72321,7.2321E+12,220
ঝিলমিল জ্ঞানবাক্স  ১৬ টি বই,0,4,1,0,0,0,72324,7.2324E+12,1280
শৈশবের ডায়েরি,0,5,0,0,0,0,72325,7.2325E+12,500
মায়ের মুখে চাঁদের হাসি,0,1,0,0,0,0,72328,7.2328E+12,200
আমাদের ফুলবাগানে,0,1,0,0,0,0,72330,7.233E+12,250
বোবা সমাজ,0,2,0,0,0,0,72331,7.2331E+12,450
বিচ্ছুরণ,0,2,0,0,0,0,72332,7.2332E+12,250
National Geographic (10.2022),0,0,0,0,0,0,72342,7.2342E+12,590
The Economist (October 8th-14th 2022),0,1,0,0,0,0,72344,7.2344E+12,600
হ্যাংলা হেঁশেল (সেপ্টেম্বর-অক্টোবর ২০২২),0,0,0,0,0,0,72359,7.2359E+12,300
বিচিত্রপত্র শারদীয় ১৪২৯,2,2,10,4,0,0,72360,7.236E+12,310
নবকল্লোল শারদীয়া ১৪২৯,2,4,10,0,0,0,72361,7.2361E+12,280
ভ্রমণ শারদীয়া ১৪২৯,2,2,2,0,0,0,72373,7.2373E+12,320
কিশোর ভারতী (শারদীয়া ১৪২৯),1,10,30,2,0,0,72375,7.2375E+12,320
সন্দেশ শারদীয়া ১৪২৯,1,2,0,0,0,0,72376,7.2376E+12,400
সংবাদ প্রতিদিন শারদীয় ১৪২৯,5,10,14,0,0,0,72377,7.2377E+12,160
"Frontline (October 7, 2022)",0,0,0,0,0,0,72378,7.2378E+12,250
"Economic & Political Weekly (September 17, 2022)",0,0,0,0,0,0,72379,7.2379E+12,260
"Economic & Political Weekly (September 10, 2022)",0,0,0,0,0,0,72380,7.238E+12,260
সিনডেরেলা,0,0,0,0,0,0,72382,7.2382E+12,70
দেশ ২ অক্টোবর ২০২২,0,2,2,1,0,0,72386,7.2386E+12,65
সানন্দা ৩০ সেপ্টেম্বর ২০২২,0,1,2,0,0,0,72387,7.2387E+12,90
আনন্দমেলা ২০ সেপ্টেম্বর ২০২২,0,0,1,0,0,0,72388,7.2388E+12,40
আনন্দমেলা ৫ অক্টোবর ২০২২,0,0,1,0,0,0,72389,7.2389E+12,40
আনন্দলোক ২৭ সেপ্টেম্বর ২০২২,0,0,1,0,0,0,72390,7.239E+12,65
Red Cactus Notebook,0,0,0,0,0,0,72394,7.2394E+12,380
black 3 full,0,2,0,0,0,0,72395,7.2395E+12,580
Red 3 full,0,0,0,0,0,0,72396,7.2396E+12,380
আলাদীন,0,0,2,0,0,0,72397,7.2397E+12,70
বোবা কাক ও চালাক শেয়াল,0,0,0,0,0,0,72404,7.2404E+12,70
আজব দেশে এলিস,0,0,0,0,0,0,72405,7.2405E+12,70
আজব দাওয়াত,0,0,0,0,0,0,72409,7.2409E+12,70
সোনার কুড়োল রুপোর কুড়োল,0,0,1,0,0,0,72410,7.241E+12,70
অসুস্থ সিংহরাজ,0,0,2,0,0,0,72411,7.2411E+12,70
অলস পাহারাদার,0,0,0,0,0,0,72412,7.2412E+12,70
সওদাগরের বোকা গাধা,0,0,1,0,0,0,72413,7.2413E+12,70
বামবি,0,0,2,0,0,0,72414,7.2414E+12,70
প্যানকেকের কাহিনী,0,0,1,0,0,0,72415,7.2415E+12,70
শহুরে ইদুঁর গ্রাম্য ইদুঁর,0,0,0,0,0,0,72416,7.2416E+12,70
স্বার্থপর দৈত্য,0,0,2,0,0,0,72417,7.2417E+12,70
নীল পাখি,0,0,2,0,0,0,72418,7.2418E+12,70
শেয়াল ও আঙুরঢফল,0,0,1,0,0,0,72422,7.2422E+12,70
সিংহরাজ ও মশার লরাই,0,0,0,0,0,0,72423,7.2423E+12,70
খরগোস ও কচ্ছপের দৌড় প্রতিযোগিতা,0,0,0,0,0,0,72424,7.2424E+12,70
তিনটি ইচ্ছে পূরণ,0,0,2,0,0,0,72426,7.2426E+12,70
রাখাল রাজকুমার,0,0,1,0,0,0,72427,7.2427E+12,70
গানের পাখি,0,0,2,0,0,0,72428,7.2428E+12,70
গল্পপত্র অক্টোবর ২০২২ ( বাংলা ছোটগল্পের বরপুত্র),3,1,60,0,0,0,72444,7.2444E+12,100
বিজ্ঞান চিন্তা (অক্টোবর ২০২২),0,0,0,0,0,0,72449,7.2449E+12,50
২০২২ টি-টোয়েন্টি বিশ্বকাপের ছক্কা,0,0,0,0,0,0,72450,7.245E+12,120
নন্দন শারদ ১৪২৯,0,3,0,0,0,0,72453,7.2453E+12,300
"India Today September 26, 2022",0,0,0,0,0,0,72455,7.2455E+12,220
"India Today October 3, 2022",0,0,0,0,0,0,72456,7.2456E+12,220
কৃত্তিবাস ১৬ সেপ্টেম্বর ২০২২,0,0,0,4,0,0,72464,7.2464E+12,120
উৎসবের আরম্ভ ১৪২৯ সেপ্টেম্বর ২০২২,0,0,17,2,0,0,72465,7.2465E+12,400
আমি কি তোমাদের জানিয়ে দেবো না?,0,2,0,0,0,0,72467,7.2467E+12,250
খোঁপার বাঁধন,0,1,0,0,0,0,72468,7.2468E+12,205
মাদারিজুস সালিকীন,0,1,0,0,0,0,72469,7.2469E+12,800
সময়কে কাজে লাগান,0,1,0,0,0,0,72471,7.2471E+12,560
ছোটদের আদব সিরিজ,0,0,0,0,0,0,72473,7.2473E+12,850
ছোটদের আখলাক সিরিজ,0,1,0,0,0,0,72474,7.2474E+12,850
ছোটদের প্রিয় রাসূল সা.,0,1,0,0,0,0,72475,7.2475E+12,850
ছোটদের ঈমান সিরিজ,0,0,0,0,0,0,72476,7.2476E+12,860
আমার দুআ আমার যিকর [ফ্লাশকার্ড],0,2,0,0,0,0,72477,7.2477E+12,150
আমি যদি চলে যাই,0,1,0,0,0,0,72480,7.248E+12,250
লিখব আমি আরো,0,1,0,0,0,0,72481,7.2481E+12,250
গণিত অলিম্পিয়াড,0,3,0,0,0,0,72491,7.2491E+12,280
বিজ্ঞান অলিম্পিয়াড,0,5,0,0,0,0,72492,7.2492E+12,280
দ্য ডেফিনিটিভ বুক অভ বডি ল্যাঙ্গুয়েজ,0,2,0,0,0,0,72493,7.2493E+12,600
দি সিক্রেট,0,3,0,0,0,0,72494,7.2494E+12,300
নাইন ইলেভেনের পূর্বাপর,0,4,0,0,0,0,72495,7.2495E+12,150
রিচ ড্যাড পুওর ড্যাড,0,11,0,5,0,0,72496,7.2496E+12,300
প্রাথমিক ও পারিবারিক চিকিৎসা,0,1,0,0,0,0,72497,7.2497E+12,200
সাগরতলের রহস্যভূবন,0,0,0,0,0,0,72498,7.2498E+12,250
মৌলিক গণিত সূত্রসম্ভার,0,1,0,0,0,0,72499,7.2499E+12,400
প্রশ্নোত্তরে জীববিজ্ঞান,0,2,0,0,0,0,72500,7.25E+12,350
রোহিনী,0,2,0,0,0,0,72822,7.25E+11,598
দ্বিতীয় বিশ্বযুদ্ধের আড়ালে,0,2,0,0,0,0,72501,7.2501E+12,225
হিসাববিজ্ঞান মৌলিক সূত্রের অভিধান,0,2,0,0,0,0,72502,7.2502E+12,375
দা ফান্ডমেন্টালস অভ তওহিদ,0,6,0,0,0,0,72503,7.2503E+12,200
বিজনেস প্রোফাইল (আগস্ট ২০২২),0,0,9,0,0,0,72504,7.2504E+11,100
"তর্ক (দ্বিতীয় বর্ষ, প্রথম সংখ্যা)",1,2,4,1,0,0,72521,7.2521E+12,400
"The Economist – October 15th-21st, 2022",0,0,0,0,0,0,72522,7.2522E+12,580
Blue Chaarpata,0,0,0,0,0,0,72524,7.2524E+12,680
Shukhe theko,0,0,0,0,0,0,72525,7.2525E+12,480
Starry Night,0,0,0,0,0,0,72526,7.2526E+12,300
বাউল-ফকির পদাবলিঃ পাঞ্জু শাহ,0,0,0,2,0,0,72530,7.253E+12,250
বাউল-ফকির পদাবলিঃ মেছের শাহ,0,0,0,1,0,0,72531,7.2531E+12,250
বাউল-ফকির পদাবলিঃ হাসন রাজা,0,0,0,2,0,0,72532,7.2532E+12,250
বাউল-ফকির পদাবলিঃ মনোমোহন দত্ত,0,0,0,2,0,0,72534,7.2534E+12,250
বাউল-ফকির পদাবলিঃ উকিল মুনশি,0,0,0,1,0,0,72535,7.2535E+12,250
বাউল-ফকির পদাবলিঃ লালন,0,0,0,1,0,0,72536,7.2536E+12,250
বাউল-ফকির পদাবলিঃ পাগলা কানাই,0,0,0,1,0,0,72537,7.2537E+12,250
বাউল-ফকির পদাবলিঃ দুদ্দু শাহ,0,0,0,2,0,0,72538,7.2538E+12,250
বাউল-ফকির পদাবলিঃ জালাল উদ্দীন খাঁ,0,0,0,3,0,0,72539,7.2539E+12,250
উন্মাদ (অক্টোবর-নভেম্বর ২০২২),0,0,0,0,0,0,72544,7.2544E+12,30
The Economist (October 15th-21st 2022),0,0,0,0,0,0,72545,7.2545E+12,600
বাংলা একাডেমি বিজ্ঞান পত্রিকা জানুয়ারি ২০২২ - জুন ২০২২,0,0,0,0,0,0,72567,7.2567E+12,100
বাংলা একাডেমি ফোকালোর পত্রিকা : জানুয়ারি-জুন ২০২২,0,0,0,0,0,0,72568,7.2568E+12,100
অপার্থিব কুরআন,0,2,0,0,0,0,72590,7.259E+12,300
অন দ্য শর্টনেস অব লাইফ সেনেকা,0,9,0,0,0,0,72593,7.2593E+12,150
ব্যাপন কিশোর বিজ্ঞান সাময়িকী (সেপ্টেম্বর-অক্টোবর ২০২২),0,2,0,0,0,0,72594,7.2594E+12,30
মুক্তবুলি (অক্টোবর-নভেম্বর ২০২২),0,1,0,0,0,0,72624,7.2624E+12,50
