name,azizsupermrkt,chittagong,dhaka,sylhet,banglabazar,ecommerce,id,reference,Price
বিজ্ঞানী মামা,0,1,0,2,0,0,60736,9.78985E+11,200
"মিয়ানমার : দেশ, মানুষ এবং সংঘাত",0,1,0,2,0,0,27598,9.78985E+12,400
মাহমুদুল হক: সৃষ্টি ও শিল্প,0,0,2,0,0,0,51606,9.78985E+12,250
সুখবিলাসী,0,0,0,0,0,0,27944,9.78985E+12,200
লেখক বঙ্গবন্ধু,0,3,0,0,0,0,53673,9.78985E+11,350
আতংকিত রাত্রিদিন,0,3,1,1,0,0,17090,9.78985E+12,200
বুদ্ধদেব বসুর সাহিত্যসমালোচনা : মতাদর্শ ও গদ্যশৈলী,0,0,2,3,0,0,39271,9.78985E+12,300
বর্তমানে দাঁড়িয়ে ভবিষ্যতের মুখোমুখি,0,3,3,3,0,0,17421,9.78985E+12,400
প্রিয় প্রবন্ধ,0,2,2,2,0,0,25583,9.78985E+12,500
জলপরী ও নূহের নৌকা,0,0,0,0,0,0,52475,9.78985E+12,200
বরফকল,0,1,5,2,0,0,16010,9.78985E+12,350
লঞ্চঘাটের প্রেতাত্মা (ভৌতিক উপন্যাস),0,0,0,0,0,0,31456,9.78985E+12,200
অ্যাজ আই লে ডাইয়িং,0,2,2,3,0,0,60003,9.78985E+11,350
রহস্যময় কালাকূপ,0,2,0,0,0,0,51610,9.78985E+12,200
নদীভিত্তিক বাংলা উপন্যাস ও কৈবর্তজনজীবন,0,5,6,3,0,0,22588,9.78985E+12,600
প্রিয় রাসুলের দেশে,0,2,3,1,0,0,39898,9.78985E+12,300
কিতাব আল জাবর ওয়াল মুকাবালা,0,2,0,2,0,0,39258,9.78985E+12,300
৭১-এর আকরগ্রন্থ,0,3,3,1,0,0,23109,9.78985E+12,1500
আত্মোন্নয়নে আধ্যাত্মিকতা,0,3,3,4,0,0,17097,9.78985E+12,200
একলা মেঘের চিঠি,0,0,2,2,0,0,17091,9.78985E+12,200
মানুষ মারা ভারি মজা,0,1,2,1,0,0,17094,9.78985E+12,300
আধখাওয়া দিন,0,0,0,2,0,0,31486,9.78985E+12,200
মুক্তিযুদ্ধ প্রস্তুতি থেকে বিজয়,0,0,3,1,0,0,39427,9.78985E+12,400
লিওনার্দো দ্য ভিঞ্চির গল্প,0,1,1,0,0,0,21419,9.78985E+12,300
ইতিহাস পাঠ ১১,0,3,0,2,0,0,25129,9.78985E+12,350
ইতিহাস পাঠ ১২,0,3,0,2,0,0,25127,9.78985E+12,350
নবজাগরনের ব্যতিক্রমী ব্যক্তিত্ত্ব : বিদ্যসাগর,0,2,3,1,0,0,39375,9.78985E+12,350
বঙ্গবন্ধুর বাড়ি,1,0,2,15,0,0,25125,9.78985E+12,100
বার্ধক্যের রোগ ও যত্ন,0,1,2,0,0,0,46069,9.78985E+12,205
দ্য মাংকি’জ রেইনকোট,0,1,4,3,0,0,56376,9.78985E+12,350
ইসলাম ও কুটনীতি,0,0,2,0,0,0,22589,9.78985E+12,400
আইজ্যাক নিউটন (জীবনী গ্রন্থমালা),0,1,1,3,0,0,25124,9.78985E+12,100
স্যার এ এফ রহমান,0,0,3,2,0,0,49985,9.78985E+12,300
৭১’র স্পন্দন,0,0,0,0,0,0,25121,9.78985E+12,200
বিদ্যাসাগরের ইহজাগতিকতা ও অন্যান্য,0,0,11,0,0,0,22578,9.78985E+12,200
বিদ্রোহী বাঙালি,0,1,2,1,0,0,27597,9.78985E+12,200
মুজিবনগর: কাঠামাে ও কার্যবিবরণ,0,0,1,0,0,0,22584,9.78985E+12,400
স্কুল বলতে তোমাকেই বুঝি,0,2,2,0,0,0,25118,9.78985E+12,250
তিন গল্পের নাট্যায়ন,0,0,2,3,0,0,25587,9.78985E+12,200
একুশে ফেব্রুয়ারি বঙ্গবন্ধু এবং মুক্তিযুদ্ধের কবিতা,0,0,2,35,0,0,56368,9.78985E+12,400
গুড্ডুবুড়া কমিকস ২,0,10,0,2,0,0,25112,9.78985E+12,150
দ্যা গ্রেটেস্ট লেসন,0,3,0,0,0,0,47969,9.78985E+12,160
যুক্তি প্রেম জিজ্ঞাসা,0,3,0,0,0,0,54375,9.78985E+12,250
বিবিএ লাইফ,0,2,0,0,0,0,54315,9.78985E+12,200
অনুভূতি,0,1,0,0,0,0,37877,9.78985E+12,450
হীরের টুকরো মাশরাফি,0,2,0,0,0,0,15874,9.78985E+12,80
ছড়ায় ছড়ায় শেখ রাসেল,0,0,2,0,0,0,41988,9.78985E+12,150
সমকালীন শিক্ষা ও প্রাসঙ্গিক ভাবনা,0,0,0,0,0,0,33474,9.78985E+12,200
দ্যা জার্নি,0,0,0,0,0,0,37879,9.78985E+12,200
দ্যা হিডেন পাওয়ার,0,11,0,0,0,0,13854,9.78985E+12,250
আইনের আয়না,0,0,0,0,0,0,44743,9.78985E+12,250
সাকসেস ইন স্টুডেন্ট লাইফ,0,0,0,0,0,0,52531,9.78985E+12,200
পরান কথার ঘ্রাণ,0,2,0,0,0,0,24356,9.78985E+12,150
অদ্বিতীয়া,0,1,0,0,0,0,68502,9.78985E+12,200
তৃষ্ণা,0,2,0,0,0,0,51303,9.78985E+12,300
সাকসেস হান্টার,0,11,0,1,0,0,39141,9.78985E+12,200
ট্রয়ের হেলেন দেখি তিলের ফুলে,0,3,0,0,0,0,53061,9.78985E+12,160
ফেসবুক মার্কেটিং,0,2,0,0,0,0,48020,9.78985E+12,200
সুন্দরের চোখে জল,0,1,0,0,0,0,16502,9.78985E+12,290
স্বপ্নের ক্যাম্পাস,0,2,0,0,0,0,16743,9.78985E+12,220
ইলন মাস্ক,0,4,0,0,0,0,16150,9.78985E+12,200
প্রকৃতির সন্তান,0,4,0,0,0,0,53290,9.78985E+12,520
হায়রে বাংলাদেশ,0,0,0,0,0,0,16720,9.78985E+12,135
স্বাধীনতার খোঁজে,0,0,0,0,0,0,16709,9.78985E+12,200
ছড়ামর্শ,0,0,0,0,0,0,68384,9.78985E+12,300
রিপোর্টারের গল্প,0,4,0,0,0,0,48693,9.78985E+12,200
সসীম গল্পে অসীম বিজ্ঞান,0,2,0,0,0,0,62598,9.78985E+12,300
এসো শিখি প্রোগ্রামিং,0,5,0,0,0,0,48350,9.78985E+12,200
ফিচার ব্লগ কনটেন্ট রাইটিং,0,2,0,0,0,0,69136,9.78985E+12,200
বিষাদিতা,0,0,0,0,0,0,68493,9.78985E+12,267
সফলতার ৯২টি ট্রিকস : হাউ টু টক টু এ্যানিওয়ান,0,2,0,0,0,0,48016,9.78985E+12,300
উল্টোদিকে ব্যালকনি,0,0,0,0,0,0,51688,9.78985E+12,200
সাকসেস সিস্টেম দ্যাট নেভার ফেইলস,0,1,0,0,0,0,48012,9.78985E+12,300
কণ্ঠচর্চা : বিতর্ক আবৃত্তি উপস্থাপনা বক্তৃতা,0,3,0,0,0,0,47984,9.78985E+12,200
মার্কেটিংও ব্র্যান্ডিং (ফেসবুক মার্কেটিং 2.0),0,2,0,0,0,0,68495,9.78985E+12,290
How To Learn English,0,8,0,0,0,0,48006,9.78985E+12,220
ইন্টারভিউ,0,8,0,0,0,0,63715,9.78985E+12,220
বিশ্লেষণের টেলিস্কোপ,0,2,0,0,0,0,68548,9.78985E+12,220
বিপুল বিভাবরী,0,1,0,0,0,0,68490,9.78985E+12,498
মাইন্ড ম্যানেজমেন্ট,0,1,0,0,0,0,68494,9.78985E+12,250
মজার তড়িৎ,0,3,0,0,0,0,68491,9.78985E+12,200
প্রশংসিত,0,1,0,0,0,0,59139,9.78985E+12,400
ক্যারিয়ার  সাকসেস ও জব ইন্টারভিউ,0,5,0,0,0,0,68462,9.78985E+12,247
ওয়ান ম্যান আর্মি,0,2,0,0,0,0,63551,9.78985E+12,300
সঞ্চারিণী,0,4,0,0,0,0,63208,9.78985E+12,275
প্রাকটিক্যাল কমিউনিকেশন এন্ড লিডারশীপ,0,1,0,0,0,0,63713,9.78985E+12,220
ক্রিকেট ৩৬৫,0,4,0,0,0,0,68468,9.78985E+12,350
স্টুডেন্ট উইথ এক্সিলেন্সি,0,3,0,0,0,0,68463,9.78985E+12,200
ছড়ার ১০০ ট্রিটমেন্ট,0,1,0,0,0,0,68469,9.78985E+12,250
নিপাতনে সিদ্ধ,0,1,0,0,0,0,68492,9.78985E+12,200
দ্যা আলমানাক অব নাভাল রাভিকান্ত,0,7,0,0,0,0,70187,9.78985E+12,298
দ্য সেভেন ডে স্টার্টআপ,0,7,0,0,0,0,70188,9.78985E+12,250
সহজ ভাষায় মার্কেটিং হয়ে যান এ যুগের দক্ষ লিডার,0,3,0,0,0,0,73692,9.78985E+12,250
ইসলাম ও প্রকৃত ইসলামি জীবন,0,5,0,0,0,0,75674,9.78985E+12,250
সুরা ফাতিহা (৭ গল্পে ৭ আয়াত),0,4,0,0,0,0,73691,9.78985E+12,350
মানতে হবে কী কী হাদিস থেকে শিখি,0,2,0,0,0,0,73690,9.78985E+12,350
চন্দ্রাবলী দ্বিজ পশুপতি বিরচিত,0,0,0,0,0,0,70640,9.78985E+12,700
New Light On The History Of Ancient South-East Bengal,0,0,0,0,0,0,70639,9.78985E+12,750
ঢাকা কোষ,0,0,0,0,0,0,57317,9.78985E+12,700
বাংলাপিডিয়া : বাংলাদেশ জাতীয় জ্ঞানকোষ (১৪খণ্ডের সেট),0,0,0,0,0,0,54274,9.78985E+12,10000
শিকার স্মৃতি,0,0,0,0,0,0,27915,9.78985E+12,200
বিবাহ লগন,0,0,0,0,0,0,63192,9.78985E+12,175
শিশুর প্রতিভা বিকাশে বাবা মায়ের ভূমিকা,0,0,0,0,0,0,69104,9.78985E+12,275
উলিপুরের ইতিহাস ও লোক সাহিত্য,0,0,2,0,0,0,42188,9.78985E+12,500
অবশেষে তুমি এলে,0,0,0,0,0,0,63190,9.78985E+12,175
শ্রাবণের মধ্যরাতে,0,0,0,0,0,0,63152,9.78985E+12,200
ইংরেজ বিতাড়নে ভারতবর্ষের সশস্ত্র যোদ্ধারা,0,0,2,0,0,0,69107,9.78985E+12,250
কুকুরের হৃদয়,0,0,0,0,0,0,72083,9.78985E+12,250
প্রতিবন্ধীদের রহস্যময় গল্প,0,5,0,0,0,0,75521,9.78985E+12,150
গল্পগুলো ছোটদের,0,0,0,0,0,0,32371,9.78985E+12,175
এখানে অন্ধকার একটা যোগসূত্র,0,0,0,0,0,0,56637,9.78985E+12,155
উজান-ভাটিঃ এক শিক্ষকের আত্মস্মৃতি,0,0,0,0,0,0,8896,9.78985E+12,200
আদি যুগের বিজ্ঞান বিজ্ঞানের ইতিকথা,0,0,0,0,0,0,44538,9.78985E+12,220
গারো সম্প্রদায়ের ইতিবৃত্ত,0,0,0,0,0,0,56409,9.78985E+12,150
গরহাটবার,0,0,1,0,0,0,50271,9.78985E+12,160
রসের হাড়ি,0,0,0,0,0,0,24470,97898452318,160
আমার ভাই,0,0,0,0,0,0,4847,9.78985E+12,225
কফিলউদ্দিন সরকারের গান,0,0,0,0,0,0,14251,9.78985E+12,275
সিলেটের সাহিত্য স্রষ্টা ও সৃষ্টি,0,1,0,0,0,0,38540,9.78985E+12,650
সুখলতার ঘর নেই,0,3,3,1,0,0,4688,9.78985E+12,320
"জীবন বড় সুন্দর, ব্রাদার",0,1,2,0,0,0,13945,9.78985E+12,400
উধাও,0,1,2,0,0,0,21144,9.78985E+12,220
যোগেন মণ্ডলের বহুজনবাদ ও দেশবাদ,0,2,3,3,0,0,38891,9.78985E+12,300
প্রীতিলতা ওয়াদ্দেদার,0,0,2,0,0,0,42973,9.78985E+12,150
বায়োমেডিকেল ফিজিক্স,0,0,2,0,0,0,33949,9.78985E+12,400
কালো সীমানা,0,3,4,0,0,0,11376,9.78985E+12,180
কালো সীমানা,0,0,0,0,0,0,69531,9789845250061-pub,180
"আমার সমাজতন্ত্র : সমাজতন্ত্রের উত্থান, পতন ও ভবিষ্যত",2,2,3,1,0,0,5002,9.78985E+12,350
গুপ্ত মহাবিশ্বের খোঁজে : ডার্ক ম্যাটার ও ডার্ক এনার্জির আদ্যোপান্ত,0,3,0,2,0,0,33004,9.78985E+12,350
জোহানেসবার্গের জার্নাল,0,0,0,0,0,0,8432,9.78985E+12,330
লালনের রাজনীতি,0,0,0,0,0,0,14354,9.78985E+12,320
দিশি ও বিলাতি : ঔপনিবেশিক বাংলার কতিপয় চালচিত্র,0,0,2,0,0,0,55727,9.78985E+12,220
পলাশীর এক ইংরেজ সৈনিকের কালপঞ্জি,0,0,0,5,0,0,35997,9.78985E+12,230
ওজের জাদুকর,0,4,4,1,0,0,32908,9.78985E+12,240
বিজ্ঞান কল্পকাহিনি - ০৩ : মহাকাশের পিশাচ,0,6,1,0,0,0,32711,9.78985E+12,250
ভৌতিক কাহিনি : মায়াবাঘের শহর,0,5,0,0,0,0,32698,9.78985E+12,200
বাংলা ভাষার উদ্ভব ও অন্যান্য,1,1,3,2,0,0,3891,9.78985E+12,450
পাকা দেখা,0,1,2,0,0,0,9320,9.78985E+12,260
পেয়ারার সুবাস,0,1,3,2,0,0,14119,9.78985E+12,350
রসের রাজা বীরবলের সেরা গল্প,0,4,1,0,0,0,24791,9.78985E+12,300
বড় প্রশ্ন ছোট উত্তর,0,3,6,3,0,0,8098,9.78985E+12,320
দুর্ভাবনা ও ভাবনা রবীন্দ্রনাথকে নিয়ে,0,4,7,3,0,0,10694,9.78985E+12,620
এই পথে আলো জ্বেলে,0,4,7,1,0,0,4673,9.78985E+12,460
পরাগ ও ভুতুড়ে শহর,0,0,1,0,0,0,33936,9.78985E+11,200
বাগানবাড়ির ভয়াল রাত,0,0,1,0,0,0,31455,9.78985E+12,220
স্বল্প কথার গল্প,0,1,1,0,0,0,51529,9.78985E+12,200
মামলার সাক্ষী ময়না পাখি,0,6,10,8,0,0,4657,9.78985E+12,250
সফল যদি হতে চাও,0,6,2,2,0,0,31,9.78985E+12,300
বিষন্নতার দ্বাদশ অধ্যায়,0,1,1,0,0,0,35307,9.78985E+12,150
ক্ষুদা ও রেস্তোরাঁর প্রতিবেশী,0,0,0,0,0,0,51519,9.78985E+12,150
পরিখায় ঢাকা পথ,0,0,2,1,0,0,38412,9.78985E+12,150
তমোহা পাথর,0,0,3,1,0,0,6031,9.78985E+12,150
তিন প্রেমিকার মায়াকোভস্কি,0,2,3,0,0,0,21442,9.78985E+12,500
আলাপে ঝালাতে : শিল্পের সাহিত্যের আলাপন,0,0,3,0,0,0,26446,9.78985E+12,420
এগারো,0,0,3,1,0,0,39466,9.78985E+12,500
বাংলা ও প্রমিত বাংলা সমাচার,0,2,2,2,0,0,3876,9.78985E+12,420
বাংলার দর্শন প্রাক্-উপনিবেশ পর্ব,0,2,1,0,0,0,5486,9.78985E+12,550
বোকা বাবা ও কিডন্যাপার,0,0,2,1,0,0,31265,9.78985E+12,200
সরস গণিত,0,4,1,1,0,0,33953,9.78985E+12,260
ভাষা আনোলন : টেকনাফ থেকে তেঁতুলিয়া,0,0,1,0,0,0,44898,9.78985E+12,350
আগস্ট আবছায়া,1,2,0,0,0,0,16111,9.78985E+12,800
মৃত্যুগন্ধী,0,1,1,0,0,0,9503,9.78985E+12,200
বিজ্ঞান কল্পকাহিনি : অদিতার আঁধার,0,2,3,0,0,0,33955,9.78985E+12,260
অভিনয়জীবন আমার,0,0,1,0,0,0,35108,9.78985E+12,300
এক-এগারো : বাংলাদেশ ২০০৭ - ২০০৮,0,2,2,1,0,0,29327,9.78985E+12,1050
বাংলায় ইসলাম প্রচারে সাফল্য,1,7,0,2,0,0,3810,9.78985E+12,280
সলিমুল্লাহ মুসলিম হল,0,3,3,1,0,0,4210,9.78985E+12,500
যা কিছু ব্যাকরণ নয়,1,2,1,2,0,0,38160,9.78985E+12,400
আইনস্টাইন: জীবন ও আপেক্ষিক তত্ত্ব,1,0,0,4,0,0,23631,9.78985E+12,350
বাউলের আখড়ায় ফকিরের ডেরায়,0,0,0,82,0,0,4985,9.78985E+12,240
আমাদের মহাজাগতিক পরিচয়,0,0,1,4,0,0,4634,9.78985E+12,220
ডাকাতের কবলে গুড্ডুবুড়া,0,6,1,0,0,0,16079,9.78985E+12,100
সমাজ সংস্কৃতি রাজনীতি,1,2,2,4,0,0,5000,9.78985E+12,300
নিউজিল্যান্ড দুঃস্বপ্নের আগে ও পরে,0,0,1,0,0,0,39473,9.78985E+12,260
দ্য অ্যাডভঞ্চারস অব হাকলবেরি ফিন,0,3,3,5,0,0,23223,9.78985E+12,150
একুশের শহীদ,0,5,2,0,0,0,6915,9.78985E+12,120
ইতিহাসের রূপকার তাজউদ্দীন আহমদ,0,4,1,2,0,0,44423,9.78985E+12,120
কিশোর ক্লাসিকঃ ফ্রাঙ্কেনস্টাইন,0,8,5,0,0,0,32807,9.78985E+12,150
INDIA PAKISTAN BANGLADESH,0,0,2,0,0,0,54054,9.78985E+12,200
ত্রিকালদর্শী বেলপাতা,0,0,0,3,0,0,37261,9.78985E+12,150
বীরের এ রক্তস্রোত,0,0,0,0,0,0,6918,9.78985E+12,170
বিজয়ের মুহূর্ত ১৯৭১,0,2,0,0,0,0,36001,9.78985E+12,250
তাবলিগ জামাত,0,1,2,0,0,0,9821,9.78985E+11,260
চাঁদের রংধনু,0,1,3,3,0,0,8434,9.78985E+12,200
পুরোনো টাওয়ার,0,2,0,1,0,0,5353,9.78985E+12,260
শহীদ মতিউরের নোটখাতা,0,3,8,1,0,0,16517,9.78985E+12,250
ফুড কনফারেন্স,0,6,4,3,0,0,8702,9.78985E+12,270
মির্জা গালিবের গজল,1,6,1,3,0,0,4220,9.78985E+12,340
অবাক দেশে এলিস,0,5,10,0,0,0,31762,9.78985E+12,180
দ্য ইউনিভার্স ইন আ নাটশেল,0,3,2,3,0,0,32486,9.78985E+12,500
সন্ধ্যানদীর জলে বাংলাদেশ,0,1,11,3,0,0,34037,9.78985E+12,280
কোরানশরিফ সরল বঙ্গানুবাদ,0,9,6,6,0,0,3800,9.78985E+12,600
সিয়ার-উল-মুতাখখিরিন ২,0,2,2,1,0,0,4114,9.78985E+12,1400
গণিত অলিম্পিয়াড : ১০১ সমস্যা ও সমাধান,0,5,0,0,0,0,33291,9.78985E+12,250
দ্য ম্যান ফ্রম পাকিস্তান,0,1,0,0,0,0,7425,9.78985E+12,400
মহানবী (সা.) বাণী,1,5,4,0,0,0,3805,9.78985E+12,320
মাহাথির এবং মালেশিয়া,0,0,0,1,0,0,35787,9.78985E+13,650
বাঙালির জাপান আবিষ্কার,0,0,2,1,0,0,12086,9.78985E+12,200
শান্তিনিকেতনের দিনগুলি,0,1,0,2,0,0,36921,9.78985E+12,220
বিনোদনের এক শিল্পী,0,1,2,1,0,0,817,9.78985E+12,350
বেগমের কূটনৈতিক মিশন ও অন্যান্য,1,0,0,0,0,0,6045,9.78985E+12,300
মানবাধিকার,0,1,4,1,0,0,7249,9.78985E+12,200
A Seaman's Wife,0,0,0,0,0,0,49441,9.78985E+12,380
ট্রেজার আইল্যান্ড,0,5,0,0,0,0,77117,9.78985E+12,325
আমার শহর,0,2,3,2,0,0,32240,9.78985E+12,350
এক নারীর জীবন,0,1,0,0,0,0,12396,9.78985E+12,260
শতবর্ষে সুভাষ মুখোপাধ্যায়,0,2,0,4,0,0,9035,9.78985E+12,260
বস ম্যানেজমেন্ট,0,2,9,0,0,0,36901,9.78985E+12,260
হাজি মুরাদ,0,2,5,1,0,0,11596,9.78985E+12,260
পৃথিবীর পাঠশালা - ৬: নক্ষত্র,0,17,3,0,0,0,27719,9.78985E+12,150
চন্দ্রজয়ের ৫০ বছর,0,6,1,0,0,0,4627,9.78985E+12,300
১৯৭১ শত্রু ও মিত্রের কলমে,0,0,2,0,0,0,4229,9.78985E+12,450
আমিহীন আমার ছায়াগুলো,0,1,2,6,0,0,38774,9.78985E+12,200
রোহিঙ্গা : নিঃসঙ্গ নিপীড়িত জাতিগোষ্ঠী,0,2,2,0,0,0,35182,9.78985E+12,300
ফিজিকস অব দ্য ইমপসিবল,0,6,5,1,0,0,33118,9.78985E+12,600
ঈশপের ১০০ গল্প,0,0,0,0,0,0,14910,9.78985E+11,250
ইশপের ১০০ গল্প,0,10,4,6,0,0,34442,9.78985E+12,250
সামান্য দেখার অন্ধকারে,0,0,2,0,0,0,5592,9.78985E+12,180
জীবন-তৃষা,1,2,5,1,0,0,40233,9.78985E+12,650
কবির কোনো প্রতিদ্বন্দ্বী নেই,0,5,0,3,0,0,14980,9.78985E+12,220
"বসন্ত, কোকিলের কর্তব্য",0,0,1,3,0,0,35310,9.78985E+12,190
মুক্তিযুদ্ধে সাংস্কৃতিক অবদান পশ্চিমবঙ্গ ও সীমান্তবর্তী রাজ্যসমূহ,0,5,3,0,0,0,4094,9.78985E+12,500
বঙ্গবন্ধু শেখ মুজিবুর রহমান কাছ থেকে দেখা,1,8,7,2,0,0,21225,9.78985E+12,220
করোনাভাইরাসঃ যা জানা দরকার,0,1,2,3,0,0,12443,9.78985E+12,250
কেমন আছে পশ্চিমবঙ্গের মুসলমান,0,4,4,2,0,0,15984,9.78985E+12,250
সায়েন্স ফিকশন : সোনালি পোকা,0,0,1,1,0,0,31269,9.78985E+12,220
বাতাসে বইঠার শব্দ,0,3,2,2,0,0,38883,9.78985E+12,300
বাংলার মধ্যবিত্তের আত্মবিকাশ ১ম ও ২য় খণ্ড,0,1,3,1,0,0,10940,9.78985E+12,600
যেকোনো দরজা,1,1,7,1,0,0,28224,9.78985E+12,200
রণাঙ্গনে রাতাদিন,0,7,3,1,0,0,16060,9.78985E+12,320
অফিস পলিটিকস,0,3,2,0,0,0,40861,9.78985E+12,320
অতীশ দীপঙ্কর রচনাবলি,0,2,3,0,0,0,21411,9.78985E+12,520
"Civil Society, State & Democratic Futures in Bangladesh",0,1,0,1,0,0,11291,9.78985E+12,350
তাজউদ্দীন আহমদের ডায়েরি ১৯৪৭-৪৮ প্রথম খণ্ড,0,1,4,0,0,0,13935,9.78985E+12,400
বাসিত জীবন : সৈয়দ হকের সঙ্গে শেষ দিনগুলো,1,1,6,2,0,0,14018,9.78985E+12,500
বাংলা গানের ইতিহাস,0,3,2,1,0,0,60991,9.78985E+12,450
দ্য পোস্টম্যান,0,3,1,1,0,0,13937,9.78985E+12,220
জাদুশিল্পী হুমায়ূন আহমেদ,0,2,2,2,0,0,13938,9.78985E+12,250
স্মৃতিতে অনুভবে আবুল হাসনাত,1,1,7,2,0,0,13936,9.78985E+12,250
পরানের গহীন ভিতর,0,9,13,0,0,0,71889,9.78985E+12,200
বদলে দেওয়ার গান,0,0,0,2,0,0,74789,9.78985E+12,250
বুদবুদ পর্যায়ের কবিতা,0,0,2,1,0,0,35416,9.79E+15,200
বহুমাত্রিক রবীন্দ্রনাথ,0,0,0,1,0,0,36931,9.78985E+12,350
অগ্রন্থিত আবদুল মান্নান সৈয়দ ২য় খণ্ড,0,1,1,0,0,0,7860,9.78985E+12,700
মন ভাঙা পরি,0,2,0,0,0,0,68202,9.78985E+12,200
সায়েন্স ফিকশন : রোবটিজম,0,3,0,0,0,0,31288,9.78985E+12,200
লাল শৈবাল,0,2,0,0,0,0,68073,9.78985E+12,200
সেরা ৫ উপন্যাস,0,1,0,0,0,0,76389,9.78985E+12,1000
পুকুরে মাছ চাষ,0,1,0,0,0,0,34108,9.78985E+12,150
শেষ জাহাজের আদমেরা,0,1,2,0,0,0,9140,9.78985E+12,370
শৈশব-কৈশোরে গণিতের মুখোমুখি,0,4,0,0,0,0,7714,9.78985E+12,200
শৈশব-কৈশোরে পদার্থবিজ্ঞানের মুখোমুখি,0,3,1,0,0,0,33022,9.78985E+12,250
সবাই পিকনিক করি,0,2,0,0,0,0,76379,9.78985E+12,80
রাষ্ট্রভাষা আন্দোলন ইতিহাস ও অনুষঙ্গ ১ম খণ্ড,0,1,0,0,0,0,6950,9.78985E+12,600
রাষ্ট্রভাষা আন্দোলন ইতিহাস ও অনুষঙ্গ (২য় খণ্ড),0,0,0,0,0,0,56492,9.78985E+12,550
রাষ্ট্রভাষা আন্দোলন ইতিহাস ও অনুষঙ্গ (৩য় খণ্ড),0,0,0,0,0,0,53816,9.78985E+12,500
কিশোরসমগ্র-০২,0,1,0,0,0,0,54663,9.78985E+12,500
কিশোরসমগ্র-০৩,0,1,0,0,0,0,54664,9.78985E+12,500
স্বপ্নডানা,0,1,0,0,0,0,22441,9.78985E+12,250
দলিত ও জাতি-বর্ণ বৈষম্য: পরিপ্রেক্ষিত বাংলাদেশ,0,1,0,0,0,0,56390,9.78985E+12,300
দুখু (দ্বিতীয় খণ্ড),0,1,0,0,0,0,22444,9.78985E+12,200
কবিতায় এপার-ওপার ৩,0,1,0,0,0,0,35843,9.78985E+12,300
সংঘাতময় বিশ্বরাজনীতি,0,0,0,1,0,0,5068,9.78985E+12,350
ঢাকায় মুক্তিযুদ্ধের দিনগুলো,0,0,0,0,0,0,6410,9.78985E+12,250
বাংলাদেশের মুক্তি,0,0,0,0,0,0,44876,9.78985E+12,100
ভবিষ্যৎ নির্মাণঃ মেকিং দ্য ফিউচার,0,4,0,1,0,0,32732,9.78985E+12,350
ভালো থেকো মন,0,4,0,0,0,0,5836,9.78985E+12,150
রাজনীতি ও সামাজিকবিজ্ঞান জ্ঞানকোষ ২য় খণ্ড,0,2,1,0,0,0,45481,9.78985E+12,600
কবিতার নন্দন বিশ্ব,0,0,0,1,0,0,40426,9.78985E+12,200
কল্পনা দত্ত : এক অগ্নিকন্যার বিপ্লবী জীবন ও সময়,0,0,0,0,0,0,42709,9.78985E+12,750
সায়েন্স ফিকশন : এলিমোন,0,0,0,0,0,0,31407,9.78985E+12,150
তরু-নৃ,0,0,1,0,0,0,31009,9.78985E+12,150
গানে গানে বাংলাদেশ,0,0,0,1,0,0,14676,9.78985E+12,600
এক ঝলক কিংবদন্তি হুমায়ূন আহমেদ,0,0,1,0,0,0,4720,9.78985E+12,150
নীল মৃত্যু,0,1,0,0,0,0,76369,9.78985E+12,150
সবাই ভালো কাজ করি,0,2,0,0,0,0,76380,9.78985E+12,80
ছোটদের রিবিট-৭ : চলো মেলায় যাই,0,2,1,0,0,0,27681,9.78985E+12,80
রিবিট ও দুলাল (সায়েন্স ফিকশন),0,1,0,0,0,0,13643,9.78985E+12,200
তিস্তা,0,0,0,0,0,0,10045,9.78985E+12,250
বাংলা সাহিত্যের নানা অনুষঙ্গ,0,0,0,0,0,0,34252,9.78985E+11,300
হাওয়াহরিৎ গান,0,0,2,0,0,0,6161,9.78985E+12,100
তবুও বৃষ্টি নামুক,0,2,0,0,0,0,4638,9.78985E+12,200
শিক্ষা আমার ব্রত,0,0,0,0,0,0,7560,9.78985E+12,250
ঔষধি গাছ (প্রথম খণ্ড),0,1,0,0,0,0,68048,9.78985E+12,300
নির্বাচিত সায়েন্স ফিকশন,0,2,0,0,0,0,68207,9.78985E+12,650
দুরন্ত দুখু,0,1,0,0,0,0,8558,9.78985E+12,300
নিসর্গকথা,0,1,0,0,0,0,11683,9.78985E+12,300
ল্যান্ডফোন,0,0,0,0,0,0,43420,9.78985E+11,200
একাত্তরের যুদ্ধে নির্যাতিত নারী,0,2,0,0,0,0,7087,9.78985E+12,400
প্যারাসাইকোলজি : ছায়াস্বর্গ,0,4,1,0,0,0,33595,9.78985E+12,300
দর্শন,0,0,0,0,0,0,28972,9.78985E+12,100
"ফ্রেডরিখ এঙ্গেলসঃ পরিবার, ব্যাক্তিগত মালিকানা ও রাষ্ট্রের উৎপত্তি",0,1,1,0,0,0,13127,9.78985E+12,200
বাংলাদেশ ভ্রমণ গাইড,0,0,0,1,0,0,12144,9.78985E+12,150
রক্তসাধনা,0,3,0,0,0,0,44963,9.78985E+12,200
আত্মাসমগ্র,0,2,0,0,0,0,45304,9.78985E+12,650
নির্বাচিত কবিতা,0,0,0,1,0,0,37337,9.78985E+12,150
